cip	user	dept	httpmethod	requesturl	hostname	statuscode	eventtime	sentbytes	receivedbytes	category	policyaction	blockreason	timetaken	tcpstatus	useragentheader	malwarename
10.12.7.23	d.kim	Sales	GET	https://slack.com/api/v2/items	slack.com	200	2024-03-14T13:34:30Z	2203	56336	Instant Messaging	Allowed	Allowed	7	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://news.ycombinator.com/api/v2/items	news.ycombinator.com	200	2024-03-14T13:35:56Z	2131	45111	News and Media	Allowed	Allowed	3	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://salesforce.com/assets/app.js	salesforce.com	200	2024-03-14T13:37:03Z	2014	30389	Business Applications	Allowed	Allowed	112	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	200	2024-03-14T13:37:35Z	1656	80154	Webmail	Allowed	Allowed	56	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://stackoverflow.com/	stackoverflow.com	403	2024-03-14T13:39:46Z	588	24727	Professional Services	Allowed	Blocked - Policy	6	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://docs.google.com/search	docs.google.com	200	2024-03-14T13:40:31Z	710	21418	Web Based Productivity	Allowed	Allowed	6	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://news.ycombinator.com/	news.ycombinator.com	200	2024-03-14T13:42:28Z	662	78265	News and Media	Allowed	Allowed	46	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://docs.google.com/search	docs.google.com	200	2024-03-14T13:42:30Z	1537	36218	Web Based Productivity	Allowed	Allowed	45	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://docs.google.com/search	docs.google.com	200	2024-03-14T13:42:34Z	1469	41945	Web Based Productivity	Allowed	Allowed	7	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	200	2024-03-14T13:43:54Z	1668	74055	Webmail	Allowed	Allowed	30	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://slack.com/assets/app.js	slack.com	200	2024-03-14T13:47:59Z	421	23883	Instant Messaging	Allowed	Allowed	69	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://docs.google.com/api/v2/items	docs.google.com	200	2024-03-14T13:48:23Z	890	18352	Web Based Productivity	Allowed	Allowed	45	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://linkedin.com/	linkedin.com	200	2024-03-14T13:48:29Z	396	74000	Social Networking	Allowed	Allowed	8	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://slack.com/search	slack.com	200	2024-03-14T13:49:53Z	2059	15608	Instant Messaging	Allowed	Allowed	46	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://news.ycombinator.com/api/v2/items	news.ycombinator.com	200	2024-03-14T13:51:03Z	1481	56944	News and Media	Allowed	Allowed	12	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://stackoverflow.com/search	stackoverflow.com	200	2024-03-14T13:52:14Z	419	14371	Professional Services	Allowed	Allowed	15	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://salesforce.com/assets/app.js	salesforce.com	200	2024-03-14T13:54:48Z	630	13619	Business Applications	Allowed	Allowed	76	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://outlook.office365.com/	outlook.office365.com	200	2024-03-14T13:54:52Z	1471	75617	Webmail	Allowed	Allowed	221	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://news.ycombinator.com/api/v2/items	news.ycombinator.com	200	2024-03-14T13:55:02Z	1567	79292	News and Media	Allowed	Allowed	74	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://linkedin.com/assets/app.js	linkedin.com	304	2024-03-14T13:56:21Z	1255	0	Social Networking	Allowed	Allowed	68	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://stackoverflow.com/api/v2/items	stackoverflow.com	200	2024-03-14T13:56:58Z	2274	12503	Professional Services	Allowed	Allowed	8	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://slack.com/assets/app.js	slack.com	304	2024-03-14T13:57:04Z	458	0	Instant Messaging	Allowed	Allowed	8	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://salesforce.com/	salesforce.com	403	2024-03-14T13:57:34Z	731	84194	Business Applications	Allowed	Blocked - Policy	11	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://github.com/search	github.com	404	2024-03-14T14:00:52Z	643	61035	Professional Services	Allowed	Not Found	31	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://docs.google.com/search	docs.google.com	200	2024-03-14T14:04:34Z	923	2668	Web Based Productivity	Allowed	Allowed	35	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://stackoverflow.com/assets/app.js	stackoverflow.com	200	2024-03-14T14:04:44Z	2161	47893	Professional Services	Allowed	Allowed	9	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	200	2024-03-14T14:05:48Z	2290	41716	Webmail	Allowed	Allowed	38	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://linkedin.com/api/v2/items	linkedin.com	200	2024-03-14T14:07:27Z	727	64294	Social Networking	Allowed	Allowed	4	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://github.com/	github.com	200	2024-03-14T14:07:56Z	1778	63759	Professional Services	Allowed	Allowed	25	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://stackoverflow.com/api/v2/items	stackoverflow.com	200	2024-03-14T14:11:32Z	954	40455	Professional Services	Allowed	Allowed	20	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://slack.com/	slack.com	200	2024-03-14T14:11:32Z	611	13038	Instant Messaging	Allowed	Allowed	61	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://aws.amazon.com/search	aws.amazon.com	301	2024-03-14T14:12:13Z	1525	85096	Professional Services	Allowed	Allowed	22	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://news.ycombinator.com/search	news.ycombinator.com	200	2024-03-14T14:13:47Z	1788	65401	News and Media	Allowed	Allowed	86	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://salesforce.com/search	salesforce.com	200	not-a-timestamp	1486	7370	Business Applications	Allowed	Allowed	33	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://salesforce.com/search	salesforce.com	200	2024-03-14T14:16:26Z	1486	7370	Business Applications	Allowed	Allowed	33	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://aws.amazon.com/assets/app.js	aws.amazon.com	200	2024-03-14T14:17:45Z	2498	25118	Professional Services	Allowed	Allowed	88	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://news.ycombinator.com/	news.ycombinator.com	204	2024-03-14T14:18:00Z	2458	0	News and Media	Allowed	Allowed	97	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	200	2024-03-14T14:18:37Z	686	76715	Webmail	Allowed	Allowed	38	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://news.ycombinator.com/assets/app.js	news.ycombinator.com	200	2024-03-14T14:21:38Z	1222	82371	News and Media	Allowed	Allowed	4	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://stackoverflow.com/api/v2/items	stackoverflow.com	200	2024-03-14T14:23:38Z	1504	85586	Professional Services	Allowed	Allowed	16	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://linkedin.com/search	linkedin.com	200	2024-03-14T14:25:45Z	2128	19786	Social Networking	Allowed	Allowed	41	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://docs.google.com/	docs.google.com	200	2024-03-14T14:27:29Z	817	25308	Web Based Productivity	Allowed	Allowed	51	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://slack.com/assets/app.js	slack.com	200	2024-03-14T14:28:31Z	549	44787	Instant Messaging	Allowed	Allowed	5	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://salesforce.com/search	salesforce.com	200	2024-03-14T14:31:23Z	2223	78100	Business Applications	Allowed	Allowed	99	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://slack.com/search	slack.com	200	2024-03-14T14:32:19Z	452	65371	Instant Messaging	Allowed	Allowed	21	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://news.ycombinator.com/api/v2/items	news.ycombinator.com	200	2024-03-14T14:33:21Z	2067	55517	News and Media	Allowed	Allowed	17	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://news.ycombinator.com/	news.ycombinator.com	403	2024-03-14T14:33:56Z	1731	83461	News and Media	Allowed	Blocked - Policy	24	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T14:36:48Z	761	53989	Social Networking	Allowed	Allowed	59	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://slack.com/api/v2/items	slack.com	200	2024-03-14T14:37:35Z	1943	10174	Instant Messaging	Allowed	Allowed	41	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://outlook.office365.com/	outlook.office365.com	200	2024-03-14T14:37:55Z	2297	27485	Webmail	Allowed	Allowed	6	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://github.com/search	github.com	200	2024-03-14T14:38:05Z	431	26400	Professional Services	Allowed	Allowed	6	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://news.ycombinator.com/	news.ycombinator.com	304	2024-03-14T14:38:42Z	1629	0	News and Media	Allowed	Allowed	63	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://outlook.office365.com/	outlook.office365.com	200	2024-03-14T14:40:01Z	1281	34968	Webmail	Allowed	Allowed	14	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://github.com/api/v2/items	github.com	200	2024-03-14T14:41:51Z	1420	80699	Professional Services	Allowed	Allowed	33	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://slack.com/search	slack.com	404	2024-03-14T14:42:58Z	2154	931	Instant Messaging	Allowed	Not Found	95	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://salesforce.com/search	salesforce.com	200	2024-03-14T14:46:24Z	2293	22644	Business Applications	Allowed	Allowed	21	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://news.ycombinator.com/	news.ycombinator.com	200	2024-03-14T14:47:49Z	2219	77395	News and Media	Allowed	Allowed	12	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://salesforce.com/assets/app.js	salesforce.com	200	2024-03-14T14:47:59Z	2454	73805	Business Applications	Allowed	Allowed	14	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://docs.google.com/api/v2/items	docs.google.com	200	2024-03-14T14:48:31Z	752	48729	Web Based Productivity	Allowed	Allowed	4	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://linkedin.com/api/v2/items	linkedin.com	200	2024-03-14T14:51:05Z	2499	36726	Social Networking	Allowed	Allowed	66	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://stackoverflow.com/api/v2/items	stackoverflow.com	200	2024-03-14T14:51:10Z	1748	65432	Professional Services	Allowed	Allowed	97	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://outlook.office365.com/search	outlook.office365.com	200	2024-03-14T14:52:01Z	548	7009	Webmail	Allowed	Allowed	43	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://news.ycombinator.com/search	news.ycombinator.com	200	2024-03-14T14:53:54Z	645	55781	News and Media	Allowed	Allowed	27	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://linkedin.com/api/v2/items	linkedin.com	200	2024-03-14T14:54:34Z	1471	32441	Social Networking	Allowed	Allowed	12	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://news.ycombinator.com/search	news.ycombinator.com	200	2024-03-14T14:57:31Z	2377	78606	News and Media	Allowed	Allowed	32	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T14:59:57Z	2332	6856	Social Networking	Allowed	Allowed	39	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://slack.com/api/v2/items	slack.com	404	2024-03-14T15:01:59Z	2255	39426	Instant Messaging	Allowed	Not Found	35	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://salesforce.com/assets/app.js	salesforce.com	200	2024-03-14T15:02:02Z	1455	73657	Business Applications	Allowed	Allowed	3	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://aws.amazon.com/api/v2/items	aws.amazon.com	200	2024-03-14T15:03:02Z	2488	19863	Professional Services	Allowed	Allowed	276	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://github.com/search	github.com	200	2024-03-14T15:05:45Z	897	84618	Professional Services	Allowed	Allowed	9	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://linkedin.com/search	linkedin.com	200	2024-03-14T15:10:08Z	772	64846	Social Networking	Allowed	Allowed	21	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://slack.com/	slack.com	200	2024-03-14T15:13:37Z	1771	6380	Instant Messaging	Allowed	Allowed	85	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	204	2024-03-14T15:14:37Z	2450	0	Webmail	Allowed	Allowed	60	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://slack.com/assets/app.js	slack.com	200	2024-03-14T15:16:59Z	2309	39995	Instant Messaging	Allowed	Allowed	17	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T15:17:31Z	357	83373	Social Networking	Allowed	Allowed	75	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://outlook.office365.com/	outlook.office365.com	200	2024-03-14T15:18:45Z	1987	59738	Webmail	Allowed	Allowed	4	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://aws.amazon.com/	aws.amazon.com	200	2024-03-14T15:19:30Z	396	82803	Professional Services	Allowed	Allowed	67	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://aws.amazon.com/api/v2/items	aws.amazon.com	200	2024-03-14T15:22:48Z	1549	61697	Professional Services	Allowed	Allowed	47	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://linkedin.com/search	linkedin.com	200	2024-03-14T15:22:48Z	1095	57604	Social Networking	Allowed	Allowed	52	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://aws.amazon.com/api/v2/items	aws.amazon.com	200	2024-03-14T15:25:05Z	648	65657	Professional Services	Allowed	Allowed	41	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://aws.amazon.com/assets/app.js	aws.amazon.com	200	2024-03-14T15:26:30Z	1017	33250	Professional Services	Allowed	Allowed	12	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://docs.google.com/assets/app.js	docs.google.com	200	2024-03-14T15:31:32Z	2484	77156	Web Based Productivity	Allowed	Allowed	99	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://docs.google.com/api/v2/items	docs.google.com	200	2024-03-14T15:31:33Z	1132	4515	Web Based Productivity	Allowed	Allowed	22	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://salesforce.com/assets/app.js	salesforce.com	200	2024-03-14T15:32:14Z	1664	46714	Business Applications	Allowed	Allowed	34	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
